Symbol,Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
NQU24,"09/02/2024 05:30",19823.5,19834,19819.5,19830,5.5,+0.03%,1260,N/A
NQU24,"09/02/2024 05:00",19825.25,19828.25,19815,19824.5,-0.75,0.00%,1137,N/A
NQU24,"09/02/2024 04:30",19814,19829,19812.5,19825.25,11,+0.06%,1092,N/A
NQU24,"09/02/2024 04:00",19804.75,19824.75,19800.25,19814.25,9.5,+0.05%,1270,N/A
NQU24,"09/02/2024 03:30",19800,19822.5,19800,19804.75,4.75,+0.02%,2580,N/A
NQU24,"09/02/2024 03:00",19770.25,19808,19770.25,19800,29.5,+0.15%,2796,N/A
NQU24,"09/02/2024 02:30",19759.5,19774.75,19746,19770.5,11.25,+0.06%,2260,N/A
NQU24,"09/02/2024 02:00",19798,19798.5,19749.5,19759.25,-40.25,-0.20%,3004,N/A
NQU24,"09/02/2024 01:30",19814.25,19814.25,19789.25,19799.5,-15.75,-0.08%,1177,N/A
NQU24,"09/02/2024 01:00",19818.5,19826.75,19802.25,19815.25,-4.,-0.02%,1178,N/A
NQU24,"09/02/2024 00:30",19827,19833.25,19818.5,19819.25,-7.5,-0.04%,796,N/A
NQU24,"09/02/2024 00:00",19818.5,19827.5,19814.25,19826.75,10,+0.05%,721,N/A
NQU24,"09/01/2024 23:30",19816.5,19818.75,19807.5,19816.75,0.25,0.00%,653,N/A
NQU24,"09/01/2024 23:00",19824.25,19824.75,19800.25,19816.5,-9.,-0.05%,1105,N/A
NQU24,"09/01/2024 22:30",19829.25,19830.5,19810,19825.5,-3.,-0.02%,891,N/A
NQU24,"09/01/2024 22:00",19832,19832.5,19820.5,19828.5,-3.75,-0.02%,615,N/A
NQU24,"09/01/2024 21:30",19827.75,19844.5,19825.5,19832.25,5,+0.03%,873,N/A
NQU24,"09/01/2024 21:00",19851.5,19851.5,19824.5,19827.25,-24.,-0.12%,1002,N/A
NQU24,"09/01/2024 20:30",19855,19862.75,19848.75,19851.25,-3.75,-0.02%,561,N/A
NQU24,"09/01/2024 20:00",19844.5,19862.5,19844,19855,11.25,+0.06%,1000,N/A
NQU24,"09/01/2024 19:30",19832.75,19855.5,19832,19843.75,11.25,+0.06%,793,N/A
NQU24,"09/01/2024 19:00",19821.25,19840,19818,19832.5,11.25,+0.06%,1218,N/A
NQU24,"09/01/2024 18:30",19831.5,19839,19818,19821.25,-10.75,-0.05%,711,N/A
NQU24,"09/01/2024 18:00",19823.75,19837,19822,19832,9,+0.05%,758,N/A
NQU24,"09/01/2024 17:30",19825.25,19831.75,19804,19823,-3.,-0.02%,1412,N/A
NQU24,"09/01/2024 17:00",19834,19863,19826,19826,-3.5,-0.02%,1757,N/A
NQU24,"08/30/2024 15:30",19841.25,19841.75,19826.75,19829.5,-12.5,-0.06%,2393,N/A
NQU24,"08/30/2024 15:00",19845.25,19861.25,19826.25,19842,-3.25,-0.02%,12456,N/A
NQU24,"08/30/2024 14:30",19798,19867.75,19754.5,19845.25,47.5,+0.24%,52635,N/A
NQU24,"08/30/2024 14:00",19759.25,19800.75,19728.25,19797.75,38.75,+0.20%,19638,N/A
NQU24,"08/30/2024 13:30",19710.75,19773.25,19708.75,19759,49.25,+0.25%,19213,N/A
NQU24,"08/30/2024 13:00",19682.25,19727.5,19669,19709.75,28.25,+0.14%,15339,N/A
NQU24,"08/30/2024 12:30",19700.25,19723.5,19673.25,19681.5,-18.25,-0.09%,16079,N/A
NQU24,"08/30/2024 12:00",19698.25,19734.5,19681.5,19699.75,1.5,+0.01%,20805,N/A
NQU24,"08/30/2024 11:30",19654.75,19703.75,19605.5,19698.25,44.75,+0.23%,27022,N/A
NQU24,"08/30/2024 11:00",19696.75,19718,19647.5,19653.5,-43.25,-0.22%,22892,N/A
NQU24,"08/30/2024 10:30",19701.25,19713,19649.25,19696.75,-4.25,-0.02%,28414,N/A
NQU24,"08/30/2024 10:00",19704,19738,19679,19701,-2.75,-0.01%,35231,N/A
NQU24,"08/30/2024 09:30",19782.5,19839.5,19701.75,19703.75,-79.,-0.40%,41279,N/A
NQU24,"08/30/2024 09:00",19828.5,19863.75,19752,19782.75,-45.25,-0.23%,40560,N/A
NQU24,"08/30/2024 08:30",19794.25,19838.25,19749,19828,33.5,+0.17%,51340,N/A
NQU24,"08/30/2024 08:00",19762.5,19798.5,19751.5,19794.5,33.25,+0.17%,9583,N/A
NQU24,"08/30/2024 07:30",19787,19808,19743.5,19761.25,-24.5,-0.12%,11900,N/A
NQU24,"08/30/2024 07:00",19761.5,19804,19761,19785.75,24,+0.12%,5513,N/A
NQU24,"08/30/2024 06:30",19768,19779,19747.75,19761.75,-6.75,-0.03%,2480,N/A
NQU24,"08/30/2024 06:00",19780.75,19780.75,19764.5,19768.5,-13.5,-0.07%,2235,N/A
NQU24,"08/30/2024 05:30",19752.75,19782.25,19734,19782,29.5,+0.15%,3120,N/A
NQU24,"08/30/2024 05:00",19764.75,19766,19744.25,19752.5,-12.25,-0.06%,1877,N/A
NQU24,"08/30/2024 04:30",19752.75,19765.5,19746,19764.75,11.5,+0.06%,1168,N/A
NQU24,"08/30/2024 04:00",19754.25,19762.5,19746,19753.25,-0.25,0.00%,1485,N/A
NQU24,"08/30/2024 03:30",19756.25,19769,19746.25,19753.5,-3.75,-0.02%,2364,N/A
NQU24,"08/30/2024 03:00",19756.75,19762,19738.25,19757.25,0.25,0.00%,3269,N/A
NQU24,"08/30/2024 02:30",19724,19774.5,19724,19757,33.25,+0.17%,4780,N/A
NQU24,"08/30/2024 02:00",19714,19727.5,19696,19723.75,8.75,+0.04%,2522,N/A
NQU24,"08/30/2024 01:30",19717.5,19723.5,19704.75,19715,-1.75,-0.01%,2008,N/A
NQU24,"08/30/2024 01:00",19691.75,19723,19687.25,19716.75,26,+0.13%,2459,N/A
NQU24,"08/30/2024 00:30",19692.5,19717,19687,19690.75,0,0.00%,1917,N/A
NQU24,"08/30/2024 00:00",19699,19701.25,19687.5,19690.75,-8.5,-0.04%,1167,N/A
NQU24,"08/29/2024 23:30",19674,19702.75,19670.25,19699.25,25,+0.13%,936,N/A
NQU24,"08/29/2024 23:00",19688.25,19689,19670.5,19674.25,-14.,-0.07%,1000,N/A
NQU24,"08/29/2024 22:30",19682.25,19689.5,19668,19688.25,5.25,+0.03%,1235,N/A
NQU24,"08/29/2024 22:00",19705.75,19709.75,19678.75,19683,-22.,-0.11%,1422,N/A
NQU24,"08/29/2024 21:30",19699.5,19710,19694.75,19705,6.5,+0.03%,1374,N/A
NQU24,"08/29/2024 21:00",19676.25,19702.75,19673.5,19698.5,23.5,+0.12%,1264,N/A
NQU24,"08/29/2024 20:30",19662.25,19687,19661,19675,13.75,+0.07%,1105,N/A
NQU24,"08/29/2024 20:00",19680,19693.75,19659,19661.25,-18.25,-0.09%,1501,N/A
NQU24,"08/29/2024 19:30",19670,19688.75,19669.5,19679.5,9.25,+0.05%,1410,N/A
NQU24,"08/29/2024 19:00",19665.25,19677,19629,19670.25,4.75,+0.02%,2501,N/A
NQU24,"08/29/2024 18:30",19673.5,19675,19659.5,19665.5,-9.75,-0.05%,714,N/A
NQU24,"08/29/2024 18:00",19666.75,19679,19659,19675.25,8.25,+0.04%,866,N/A
NQU24,"08/29/2024 17:30",19673.75,19676.5,19663.25,19667,-6.25,-0.03%,766,N/A
NQU24,"08/29/2024 17:00",19680.75,19697.5,19642.5,19673.25,-7.25,-0.04%,2881,N/A
NQU24,"08/29/2024 15:30",19683.5,19690,19675,19680.5,-3.5,-0.02%,3218,N/A
NQU24,"08/29/2024 15:00",19628.25,19686,19626,19684,56,+0.29%,12880,N/A
NQU24,"08/29/2024 14:30",19639.25,19701.5,19602.75,19628,-10.25,-0.05%,51372,N/A
NQU24,"08/29/2024 14:00",19636.25,19671.75,19572,19638.25,2.5,+0.01%,40205,N/A
NQU24,"08/29/2024 13:30",19733.25,19733.25,19577,19635.75,-97.25,-0.49%,63921,N/A
NQU24,"08/29/2024 13:00",19868.25,19868.75,19720.25,19733,-135.75,-0.68%,28134,N/A
NQU24,"08/29/2024 12:30",19851.75,19871,19810.75,19868.75,16.75,+0.08%,22640,N/A
NQU24,"08/29/2024 12:00",19887.5,19887.75,19833,19852,-35.25,-0.18%,19024,N/A
NQU24,"08/29/2024 11:30",19900,19925,19861,19887.25,-13.,-0.07%,19868,N/A
NQU24,"08/29/2024 11:00",19867.75,19922.75,19862.5,19900.25,33,+0.17%,18540,N/A
NQU24,"08/29/2024 10:30",19863.25,19890.25,19850.5,19867.25,4.25,+0.02%,22452,N/A
NQU24,"08/29/2024 10:00",19875.75,19921.5,19826.5,19863,-14.,-0.07%,30094,N/A
NQU24,"08/29/2024 09:30",19834.25,19928.5,19832,19877,43,+0.22%,42718,N/A
NQU24,"08/29/2024 09:00",19878.75,19920,19765.75,19834,-44.75,-0.23%,57034,N/A
NQU24,"08/29/2024 08:30",19733,19886.5,19713.25,19878.75,146.5,+0.74%,88393,N/A
NQU24,"08/29/2024 08:00",19703.75,19739.75,19698.75,19732.25,28.75,+0.15%,10134,N/A
NQU24,"08/29/2024 07:30",19712.25,19748.5,19678.75,19703.5,-6.25,-0.03%,13568,N/A
NQU24,"08/29/2024 07:00",19700.75,19714,19686.25,19709.75,8.5,+0.04%,5804,N/A
NQU24,"08/29/2024 06:30",19671.5,19726.75,19666.25,19701.25,30.25,+0.15%,6571,N/A
NQU24,"08/29/2024 06:00",19683.25,19693,19653.5,19671,-12.25,-0.06%,6271,N/A
NQU24,"08/29/2024 05:30",19701.75,19714,19670.5,19683.25,-18.75,-0.10%,6578,N/A
NQU24,"08/29/2024 05:00",19723.5,19751.25,19696,19702,-21.5,-0.11%,6707,N/A
NQU24,"08/29/2024 04:30",19698.75,19740.75,19676.25,19723.5,26.25,+0.13%,7380,N/A
NQU24,"08/29/2024 04:00",19648.5,19699.75,19644,19697.25,49.5,+0.25%,5443,N/A
NQU24,"08/29/2024 03:30",19624.75,19658.5,19620.25,19647.75,22.5,+0.11%,3769,N/A
NQU24,"08/29/2024 03:00",19604.75,19661.25,19596.25,19625.25,20,+0.10%,8174,N/A
NQU24,"08/29/2024 02:30",19611.5,19628.5,19600.75,19605.25,-5.75,-0.03%,2968,N/A
NQU24,"08/29/2024 02:00",19575.5,19626,19574.25,19611,36,+0.18%,5254,N/A
NQU24,"08/29/2024 01:30",19559.5,19585.75,19559.5,19575,15.75,+0.08%,3779,N/A
NQU24,"08/29/2024 01:00",19557.5,19569.75,19543.75,19559.25,1.25,+0.01%,3142,N/A
NQU24,"08/29/2024 00:30",19522.25,19564.5,19512.5,19558,36,+0.18%,3615,N/A
NQU24,"08/29/2024 00:00",19526.75,19530.5,19516,19522,-5.,-0.03%,1947,N/A
NQU24,"08/28/2024 23:30",19530.25,19531.75,19516.5,19527,-2.5,-0.01%,1407,N/A
NQU24,"08/28/2024 23:00",19510.75,19533.25,19509,19529.5,20.25,+0.10%,1878,N/A
NQU24,"08/28/2024 22:30",19496.75,19513.25,19494.5,19509.25,11.25,+0.06%,1353,N/A
NQU24,"08/28/2024 22:00",19495,19505.5,19494.25,19498,2.25,+0.01%,1033,N/A
NQU24,"08/28/2024 21:30",19476,19504,19473.75,19495.75,20.5,+0.11%,1910,N/A
NQU24,"08/28/2024 21:00",19465.5,19477,19453,19475.25,10.25,+0.05%,1631,N/A
NQU24,"08/28/2024 20:30",19456.5,19479.75,19450.5,19465,6.75,+0.03%,1992,N/A
NQU24,"08/28/2024 20:00",19476.5,19488,19454.25,19458.25,-18.,-0.09%,2834,N/A
NQU24,"08/28/2024 19:30",19476,19490.25,19464.5,19476.25,-0.25,0.00%,3229,N/A
NQU24,"08/28/2024 19:00",19428.5,19477.25,19426.5,19476.5,47,+0.24%,4150,N/A
NQU24,"08/28/2024 18:30",19417.25,19439.25,19417.25,19429.5,12.75,+0.07%,1663,N/A
NQU24,"08/28/2024 18:00",19418.75,19436.25,19407.5,19416.75,-2.75,-0.01%,2302,N/A
NQU24,"08/28/2024 17:30",19468.25,19473,19375.25,19419.5,-48.75,-0.25%,6475,N/A
NQU24,"08/28/2024 17:00",19452,19499.5,19422.5,19468.25,-77.,-0.39%,7441,N/A
NQU24,"08/28/2024 15:30",19528.25,19625,19509.5,19545.25,16.75,+0.09%,13953,N/A
NQU24,"08/28/2024 15:00",19656,19695,19462.25,19528.5,-127.5,-0.65%,32168,N/A
NQU24,"08/28/2024 14:30",19690.5,19717.75,19643,19656,-34.75,-0.18%,36986,N/A
NQU24,"08/28/2024 14:00",19664.75,19699.5,19642.25,19690.75,25.75,+0.13%,30190,N/A
NQU24,"08/28/2024 13:30",19562.25,19670.5,19548.75,19665,102.75,+0.53%,25020,N/A
NQU24,"08/28/2024 13:00",19532.25,19575.75,19513.5,19562.25,30.5,+0.16%,24791,N/A
NQU24,"08/28/2024 12:30",19664.5,19679,19526.25,19531.75,-133.,-0.68%,28830,N/A
NQU24,"08/28/2024 12:00",19687.75,19703.75,19645.5,19664.75,-23.75,-0.12%,20031,N/A
NQU24,"08/28/2024 11:30",19632.25,19697.75,19623.5,19688.5,56.5,+0.29%,19372,N/A
NQU24,"08/28/2024 11:00",19661.5,19676,19597.25,19632,-29.75,-0.15%,23880,N/A
NQU24,"08/28/2024 10:30",19621.25,19670.75,19597,19661.75,40.5,+0.21%,29795,N/A
NQU24,"08/28/2024 10:00",19689.5,19690,19574.25,19621.25,-68.5,-0.35%,51992,N/A
NQU24,"08/28/2024 09:30",19815.25,19827.75,19689.5,19689.75,-125.75,-0.63%,39273,N/A
NQU24,"08/28/2024 09:00",19793,19828.25,19748.25,19815.5,22.75,+0.11%,33723,N/A
NQU24,"08/28/2024 08:30",19860.75,19891.5,19765.5,19792.75,-67.75,-0.34%,50115,N/A
NQU24,"08/28/2024 08:00",19877,19883.5,19830.75,19860.5,-16.75,-0.08%,10730,N/A
NQU24,"08/28/2024 07:30",19871.25,19882,19867.75,19877.25,6,+0.03%,4035,N/A
NQU24,"08/28/2024 07:00",19853.5,19871.5,19840.25,19871.25,17.5,+0.09%,4363,N/A
NQU24,"08/28/2024 06:30",19876.5,19885.75,19844.5,19853.75,-23.25,-0.12%,3943,N/A
NQU24,"08/28/2024 06:00",19897.75,19902.5,19876,19877,-20.25,-0.10%,3126,N/A
NQU24,"08/28/2024 05:30",19903,19911,19892,19897.25,-5.75,-0.03%,2069,N/A
NQU24,"08/28/2024 05:00",19903.25,19909.25,19895.25,19903,1,+0.01%,1498,N/A
NQU24,"08/28/2024 04:30",19917.5,19918,19894,19902,-16.25,-0.08%,1908,N/A
NQU24,"08/28/2024 04:00",19917.75,19925,19909.75,19918.25,1,+0.01%,1932,N/A
NQU24,"08/28/2024 03:30",19884.5,19926,19884.5,19917.25,32.5,+0.16%,4157,N/A
NQU24,"08/28/2024 03:00",19881.25,19887.5,19859.5,19884.75,2.25,+0.01%,2717,N/A
NQU24,"08/28/2024 02:30",19876,19887,19859,19882.5,5.75,+0.03%,2264,N/A
NQU24,"08/28/2024 02:00",19881.5,19889.5,19873,19876.75,-3.75,-0.02%,1556,N/A
NQU24,"08/28/2024 01:30",19875.25,19885.5,19874.25,19880.5,6,+0.03%,1264,N/A
NQU24,"08/28/2024 01:00",19867.5,19877,19864.5,19874.5,7,+0.04%,1266,N/A
NQU24,"08/28/2024 00:30",19865,19870,19857.25,19867.5,3,+0.02%,1149,N/A
NQU24,"08/28/2024 00:00",19865.25,19867.25,19853.25,19864.5,-1.25,-0.01%,952,N/A
NQU24,"08/27/2024 23:30",19867.75,19870.75,19863.75,19865.75,-1.5,-0.01%,643,N/A
NQU24,"08/27/2024 23:00",19854.5,19867.75,19851.25,19867.25,13.5,+0.07%,669,N/A
NQU24,"08/27/2024 22:30",19851,19857,19845.25,19853.75,2.25,+0.01%,718,N/A
NQU24,"08/27/2024 22:00",19856.5,19860.5,19846.25,19851.5,-6.,-0.03%,725,N/A
NQU24,"08/27/2024 21:30",19851.5,19860.75,19847.75,19857.5,6.25,+0.03%,842,N/A
NQU24,"08/27/2024 21:00",19843.5,19864.75,19833.25,19851.25,7.5,+0.04%,2124,N/A
NQU24,"08/27/2024 20:30",19834.25,19846.5,19818.5,19843.75,10.5,+0.05%,1663,N/A
NQU24,"08/27/2024 20:00",19838.25,19846.75,19829,19833.25,-4.25,-0.02%,1484,N/A
NQU24,"08/27/2024 19:30",19821.5,19839.75,19821.25,19837.5,15.75,+0.08%,1450,N/A
NQU24,"08/27/2024 19:00",19822.75,19837.75,19814,19821.75,-0.25,0.00%,1862,N/A
NQU24,"08/27/2024 18:30",19810.25,19829.5,19804.75,19822,11.25,+0.06%,1219,N/A
NQU24,"08/27/2024 18:00",19829.25,19842.5,19795.75,19810.75,-20.25,-0.10%,2407,N/A
